,Unnamed: 0,vender,url,product,description,image,price,live,quantity,prices
50,50,KBDFans,https://kbdfans.com/collections/switches/products/novelkey-x-kailh-linear-cream-switch?_pos=55&_fid=1c00d4e42&_ss=c,Novelkeys x Kailh Cream Linear Switches,"The switches are sold in packs of 10. Quantity 1 = 10 switches. Cream SwitchesNovelKeys Cream switches are a brand new linear switch. Featuring housing and stem that is made out of self lubricating POM, this linear is a smooth and unique experience. The switch is also a first for Kailh, as it features MX style latching",http://cdn.shopify.com/s/files/1/1473/3902/products/1_d35f64ae-625b-45de-b8bb-55dbf132eaf7_1200x1200.jpg?v=1653556327,$6.50,True,10 switches per pack,
51,51,KBDFans,https://kbdfans.com/products/tofu65-2-0,Tofu65 2.0,Tofu65 2.0 65% Layout 7 ° typing Angle Hot-swap &amp; programmable &amp; RGB 3 kinds of structural system support Red White Multiple colors are available Forest Black Cement gray Cute Azure Linen gray Electrostatic coating and anodizing Lavender Gray Multiple materials can be selected 1. Fiberglass2. Carbon fiber3. Pol,http://cdn.shopify.com/s/files/1/1473/3902/products/untitled.205_1200x1200.jpg?v=1673504017,$188.00,True,,
52,52,KBDFans,https://kbdfans.com/collections/switches/products/tecsee-purple-pandas-10pcs?_pos=38&_fid=1c00d4e42&_ss=c,Tecsee Purple Pandas Tactile Switches,Tecsee Purple Pandas specs Tactile 5-pin PCB mounted Progressive Spring Pre-Travel: 2.0mm Total Travel: 3.0mm Actuation: 55g Bottom Out: 67g Stem: POM Top Housing: PME Material Bottom Housing: PME Material Lightly Pre-Lubed MX-Style 10 included in each pack TRANSLATE with x English Arabic Hebrew Polish Bulgarian Hindi ,http://cdn.shopify.com/s/files/1/1473/3902/products/1_ca885dcd-ec69-4bdb-89e0-ef8f525bd6ac_1200x1200.jpg?v=1646015488,$4.30,True,10 switches per pack,
53,53,KBDFans,https://kbdfans.com/products/kbdfans-solar-keyboard-kit,KBDfans SOLAR keyboard kit,"Project Progress Sample is in production (2022-3-29) SPECS Layout: Ortholinear Layout, 50 keys PCB: Hotswapable, 1.2 mm thickness, QMK firmware, USB-C interface, without RGB Case: Aluminum Top and Bottom, PVD Stainless steel weight Structure: Gasket Mount Typing angle: 5° Replaceable modules: O-LED module, RGB module W",http://cdn.shopify.com/s/files/1/1473/3902/products/WechatIMG12370_1200x1200.jpg?v=1646206642,$0.00,True,,
54,54,KBDFans,https://kbdfans.com/collections/switches/products/cherry-mx-hyperglide-green-tactile-switches-1?_pos=15&_fid=1c00d4e42&_ss=c,CHERRY MX Hyperglide Green Tactile Switches,Specs Tactile and clicky 70 cN operating force 2.2 mm pre travel 4.0 mm total travel Plate mount 3pin MX stem   TRANSLATE with x English Arabic Hebrew Polish Bulgarian Hindi Portuguese Catalan Hmong Daw Romanian Chinese Simplified Hungarian Russian Chinese Traditional Indonesian Slovak Czech Italian Slovenian Danish Ja,http://cdn.shopify.com/s/files/1/1473/3902/products/1_42198621-697d-40a3-9d16-3026f7479610_1200x1200.jpg?v=1652148845,$4.50,True,10 switches per pack,
55,55,KBDFans,https://kbdfans.com/collections/switches/products/cherry-mx-hyperglide-brown-tactile-switches?_pos=34&_fid=1c00d4e42&_ss=c,Cherry MX Hyperglide Brown Tactile Switches,Specs Hyperglide 5pins Brown Tactile  45 cN operating force 2.0 mm pre travel 4.0 mm total travel PCB mount 5pin MX stem TRANSLATE with x English Arabic Hebrew Polish Bulgarian Hindi Portuguese Catalan Hmong Daw Romanian Chinese Simplified Hungarian Russian Chinese Traditional Indonesian Slovak Czech Italian Slovenian ,http://cdn.shopify.com/s/files/1/1473/3902/products/1_7d6f3d79-27c8-4d35-bca6-969baae3973a_1200x1200.jpg?v=1646025338,$3.50,True,10 switches per pack,
56,56,KBDFans,https://kbdfans.com/collections/switches/products/kbdfans-gateron-silent-black-linear-switches?_pos=11&_fid=1c00d4e42&_ss=c,Gateron Silent black Linear Switches,Specs Linear 60 cN operating force 2.0 mm pre-travel 4.0 mm total travel PCB mount 5pin MX stem,http://cdn.shopify.com/s/files/1/1473/3902/products/1_c2179475-2576-4631-93db-081fd4536521_1200x1200.jpg?v=1652152717,$1.90,True,10 switches per pack,
57,57,KBDFans,https://kbdfans.com/collections/switches/products/cherry-mx-hyperglide-grey-tactile-switches?_pos=16&_fid=1c00d4e42&_ss=c,CHERRY MX Hyperglide Grey Tactile Switches,Specs Tactile 80 cN operating force 2.0 mm pre travel 4.0 mm total travel PCB mount 5pin MX stem   TRANSLATE with x English Arabic Hebrew Polish Bulgarian Hindi Portuguese Catalan Hmong Daw Romanian Chinese Simplified Hungarian Russian Chinese Traditional Indonesian Slovak Czech Italian Slovenian Danish Japanese Spanis,http://cdn.shopify.com/s/files/1/1473/3902/products/1_78690d0c-53ee-4b7e-876e-e51fe57ca2aa_1200x1200.jpg?v=1652147867,$5.00,True,10 switches per pack,
58,58,KBDFans,https://kbdfans.com/collections/switches/products/tecsee-ice-candy-linear-switches?_pos=42&_fid=1c00d4e42&_ss=c,Tecsee Ice Candy Linear Switches,"Specs Linear Nylon stems, PC housing Double gold springs 63.5g Total Travel: 3.5mm PCB mounted (5 Pins) Factory pre-lubed Sold as one pack of 10 switches TRANSLATE with x English Arabic Hebrew Polish Bulgarian Hindi Portuguese Catalan Hmong Daw Romanian Chinese Simplified Hungarian Russian Chinese Traditional Indonesia",http://cdn.shopify.com/s/files/1/1473/3902/products/14_fdf45fac-acb0-49ab-a46e-499d85dcd8b9_1200x1200.jpg?v=1644996363,$6.50,True,10 switches per pack,
59,59,KBDFans,https://kbdfans.com/products/d60-pc-version-mechanical-keyboard-kit,D60lite PC Version Mechanical Keyboard KIT,"New D60lite Leaf gasket+ Mirror finish, new D60lite coming soon. 7° typing Angle High quality injection molded plastic case Case is made of ABS material, the transparent black bottom case is made of Pc material, and the Plate is made of Polycarbonate material for flexible cutting The D60lite case uses a mirror-polished",http://cdn.shopify.com/s/files/1/1473/3902/products/untitled.929_1200x1200.png?v=1667544507,$99.00,True,,
60,60,KBDFans,https://kbdfans.com/collections/switches/products/novelkeys-x-kailh-sherbet-switches?_pos=48&_fid=1c00d4e42&_ss=c,NOVELKEYS X KAILH Sherbet Switches(10pcs),Specs Clicky 83 cN operating force 2.0 mm pre travel 4.0 mm total travel Plate mount 3pin MX stem,http://cdn.shopify.com/s/files/1/1473/3902/products/1_3a3097be-a552-44ce-9537-5a0f1074fb42_1200x1200.jpg?v=1605859490,$4.50,True,,
61,61,KBDFans,https://kbdfans.com/collections/switches/products/gateron-pro-2-0-yellow-linear-switches?_pos=7&_fid=1c00d4e42&_ss=c,Gateron Pro 2.0 Yellow Linear Switches,"Specs Factory lubed, less rebound sound, more stability, Oxidation resistant alloy contact point, brighter light transmission Yellow (KS-9) Linear Plate mount 3pins Operating force: 50±15 gf Bottom out: 67g Pre-travel: 2.0±0.6 mm Total travel: 4.0±0.4 mm Spring length:15.4mm MX stem  ",http://cdn.shopify.com/s/files/1/1473/3902/products/1_352b7174-6474-4ba8-9646-7ce318e99b07_1200x1200.jpg?v=1659086154,$8.05,True,35 switches per pack,
62,62,KBDFans,https://kbdfans.com/collections/switches/products/zeal-roselios-silent-linear-switches?_pos=26&_fid=1c00d4e42&_ss=c,ZEAL Rosélios Silent Linear Switches,SPECS Zeal PC Available in quantities of 70 or 110 Rosélios switches: 67 g force Rosélios feature Pantone 189C stem,http://cdn.shopify.com/s/files/1/1473/3902/products/2_16ffcb1e-bf66-4459-a709-4ffaca7d44aa_1200x1200.jpg?v=1648615873,$12.95,True,10 switches per pack,
63,63,KBDFans,https://kbdfans.com/collections/switches/products/tecsee-sapphire-tactile-switches?_pos=22&_fid=1c00d4e42&_ss=c,Tecsee Sapphire Tactile Switches,"Specs  Sapphire  PC mix housing Tactile  5-pin PCB mounted Tactile POM long stem 2mm pre-travel, 3mm total travel 63.5g gold-plated progressive spring Very lightly factory lubed TRANSLATE with x English Arabic Hebrew Polish Bulgarian Hindi Portuguese Catalan Hmong Daw Romanian Chinese Simplified Hungarian Russian Chine",http://cdn.shopify.com/s/files/1/1473/3902/products/lQDPDhtkWnJSKQzNB9DNB9CwF_8HSOfYXSQCdReQdkAGAA_2000_2000_1200x1200.jpg?v=1651648901,$4.30,True,10 switches per pack,
64,64,KBDFans,https://kbdfans.com/products/kbdfans-tiger-lite-keyboard-kit,KBDfans Tiger Lite Keyboard Kit,🐯🐯🐯Welcome to tiger lite🐯🐯🐯 Flexible cutting PCB&amp;RGB underglow High quality plastic injection Silicone socks gasket structure Multiple color options Include ABS Plastic Top and Bottom case x1 Polycarbonate plate x1 PCB x1 USB Daughter Board x1 PCB foam x1 Case foam x1 Switch pads x1 Silicone socks set x1 Designed t,http://cdn.shopify.com/s/files/1/1473/3902/products/ceedbed5538eca13f14748a934597998_f809ef81-0771-4b03-9760-b4ef735a7f53_1200x1200.jpg?v=1668740255,$129.00,True,,
65,65,KBDFans,https://kbdfans.com/collections/switches/products/kbdfans-gateron-silent-brown-tactile-switches?_pos=13&_fid=1c00d4e42&_ss=c,Gateron Silent brown Tactile Switches,Specs Tactile 55 cN operating force 2.0 mm pre-travel 4.0 mm total travel PCB mount 5pin MX stem ,http://cdn.shopify.com/s/files/1/1473/3902/products/1_bef9cdfc-fe44-486c-8afb-416eb17ea873_1200x1200.jpg?v=1652152256,$1.90,True,10 switches per pack,
66,66,KBDFans,https://kbdfans.com/collections/switches/products/novelkeys-x-kailh-box-thick-clicks-navy-jade?_pos=56&_fid=1c00d4e42&_ss=c,NOVELKEYS X KAILH BOX Thick Clicky Switches,"Specs BOX Navy features the same spring as the BOX Pale Blue, but with a thicker click bar. BOX Jade features the same spring as the BOX White, but with a thicker click bar. Sold in packs of 10 The Thick Clicks features a thicker click bar. This increases the tactile feedback tremendously and creates a deeper and loude",http://cdn.shopify.com/s/files/1/1473/3902/products/3_74665e23-f096-4a67-aadd-6a19e7d4e323_1200x1200.jpg?v=1644994865,$3.40,True,10 switches per pack,
67,67,KBDFans,https://kbdfans.com/collections/switches/products/gateron-milky-housing-yellow-linear-switches?_pos=9&_fid=1c00d4e42&_ss=c,Gateron Milky housing Yellow Linear Switches,Specs Yellow Linear 50 cN operating force 2.0 mm pre travel 4.0 mm total travel PCB mount 5pin MX stem  TRANSLATE with x English Arabic Hebrew Polish Bulgarian Hindi Portuguese Catalan Hmong Daw Romanian Chinese Simplified Hungarian Russian Chinese Traditional Indonesian Slovak Czech Italian Slovenian Danish Japanese S,http://cdn.shopify.com/s/files/1/1473/3902/products/1_ba339ca5-3679-4302-88de-1d93c5a6447a_1200x1200.jpg?v=1652668039,$1.25,True,10 switches per pack,
68,68,KBDFans,https://kbdfans.com/products/pluto,Pluto,"Pluto, an affordable frl. The main purpose of this board is to introduce more people to the best layout.This board was originally designed to be O-ring gasket mount only, Top mount was added to make the board whole.Sticking with a mimal design, the engraving of planets was replaced with the Logo surrounding with pluto ",http://cdn.shopify.com/s/files/1/1473/3902/products/2_d84e437c-4407-47cd-b74f-2a16727f1792_1200x1200.jpg?v=1675848266,$0.00,True,,
69,69,KBDFans,https://kbdfans.com/collections/switches/products/cherry-mx-hyperglide-black-linear-switches?_pos=18&_fid=1c00d4e42&_ss=c,CHERRY MX Hyperglide Black Linear Switches,Specs Linear 60 cN operating force 2.0 mm pre travel 4.0 mm total travel Plate mount 3pin MX stem   TRANSLATE with x English Arabic Hebrew Polish Bulgarian Hindi Portuguese Catalan Hmong Daw Romanian Chinese Simplified Hungarian Russian Chinese Traditional Indonesian Slovak Czech Italian Slovenian Danish Japanese Spani,http://cdn.shopify.com/s/files/1/1473/3902/products/1_29738ab6-6492-4185-8529-05fd4d09e26c_1200x1200.jpg?v=1652145420,$3.00,True,10 switches per pack,
70,70,KBDFans,https://kbdfans.com/collections/switches/products/gateron-box-ink-black-pink-switch-1-pack-35pcs?_pos=43&_fid=1c00d4e42&_ss=c,Gateron BOX Ink Black/Pink Linear Switches,BOX Ink Pink: Type: Linear  Mount: 5 pins Total travel: 3.4±0.4 mm Pre-Travel: 1.2±0.3 mm Operating pressure: 50±10gf Spring: 15.4 mm black coated stainless steel spring BOX Ink Black Type: Linear Mount: 5 pins Total travel: 3.4±0.4 mm Pre-Travel: 1.2±0.3 mm Operating pressure: 60±10gf Spring: 20 mm black coated stainl,http://cdn.shopify.com/s/files/1/1473/3902/products/3_8cb16a26-2f7f-44f4-9244-7b5cc58ed9a5_1200x1200.jpg?v=1638404953,$30.50,True,35 switches per pack,
71,71,KBDFans,https://kbdfans.com/collections/switches/products/gateron-cj-linear-switches?_pos=36&_fid=1c00d4e42&_ss=c,Gateron Box CJ Linear Switches,"SPECS Linear Spring: come with 22 mm long springs Total travel: 3.4 ±0.4 mm Pre-travel: 1.2 ±0.6 mm Operating force: 45 ±15 gf Top Housing: INK Material Stem: POM Bottom Housing: POM 3-Pin, Plate Mount Pre-lubed 35 per unit TRANSLATE with x English Arabic Hebrew Polish Bulgarian Hindi Portuguese Catalan Hmong Daw Roman",http://cdn.shopify.com/s/files/1/1473/3902/products/lQDPDhsshBty7FnNB9DNB9CwUZy7fcR_-MECGZu3PICaAA_2000_2000_1200x1200.jpg?v=1645509654,$21.00,True,35 switches per pack,
72,0,Cannon Keys,https://cannonkeys.com/products/gateron-black-ink-switch?_pos=38&_fid=c30b97400&_ss=c,Gateron Black Ink Linear Switch,"CannonKeys is pleased to offer the Durock Anubis Tactile Switch! We're proud to offer a Mechs on Deck color themed full nylon tactile switch using a strong tactile stem with an extended pole! Materials: Full nylon, POM stem. 65g gold plated spring. Factory lubed. 5 pin. Mechs on Deck Themed Colors. Available in quantities of 70, 90, and 110.",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/hero_1200x1200.png?v=1630618232,$52.50,True,70,
73,1,Cannon Keys,https://cannonkeys.com/products/gateron-x-switch?_pos=35&_fid=c30b97400&_ss=c&variant=40652841549935,Gateron X Linear Switch,"CannonKeys is proud to offer Gateron X Linear Switches! The Gateron X is a new switch featuring a new bottom housing mold with an X engraving on the bottom. Polished interiors allow for reduced surface roughness while maintaining stem tolerances. For this second run, Gateron X comes in the classic nylon-blend milky top",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/DSC6073_b2ef0c3a-cc53-463f-84be-8610a50e7767_1200x1200.png?v=1658438081,$34.30,True,70,
74,2,Cannon Keys,https://cannonkeys.com/products/gateron-pro-milky-brown-1-0-tactile-switch?_pos=4&_fid=c30b97400&_ss=c,Gateron Pro Milky Brown 1.0 Tactile Switch,The Gateron Pro Milky Brown 1.0 Switch is an enjoyable tactile stock switch with reduced stem wobble and great sound profile thanks to some upgrades!,http://cdn.shopify.com/s/files/1/0238/7342/1376/products/ProMilkyBrown1.0Hero_1200x1200.jpg?v=1676050324,$16.80,True,70,
75,3,Cannon Keys,https://cannonkeys.com/products/lilac-tactile-switch-10?_pos=52&_fid=c30b97400&_ss=c&variant=40601233883247,Lilac Tactile Switch,"CannonKeys is pleased to offer new Lilac Tactile Switches! These Durock switches feel similar to T1s, but are a bit smoother. Like the color and materials but want to customize the feel and sound? Check out our slow springs and Accessories for all your switch modding essentials.  Available in quantities of 70, 90, and ",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/lilac-tactile-hero_1200x1200.png?v=1626918142,$49.50,True,70,
76,4,Cannon Keys,https://cannonkeys.com/products/mm-switch-bottom-housings?_pos=44&_fid=c30b97400&_ss=c,MM Switch Bottom Housings,"MM Switch Bottom Housings are part of the the MM Switch Series, a series of custom linear switch parts manufactured by JWK available!",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/bottom-combo_1200x1200.png?v=1662657378,$8.50,True,Pink | Modified POM,
77,5,Cannon Keys,https://cannonkeys.com/products/ws-kraken,WS Kraken Doubleshot PBT Keycaps,"WS Kraken Doubleshot PBT Keycaps - Designed by Mangas, WS Kraken is a new keycap set utilizing doubleshot PBT. Crisp legends and vibrant colors finally coming together with the durability PBT to create the best of both worlds! The Base Kit is extremely robust, offering split spacebars, ISO support, and 3-key 40s. Also being sold are a sea themed Novelty Kit, and an extensive 40s Kit.",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/7_6938eaf7-5cd5-4d7d-9792-b3becbfb957f_1200x1200.jpg?v=1666384150,$85.00,True,Base Kit,
78,6,Cannon Keys,https://cannonkeys.com/products/lavender-linear-switch?_pos=49&_fid=c30b97400&_ss=c&variant=32226584363119,Lavender Linear Switch,"CannonKeys is proud to offer our Lavender Linear Switches! These are full nylon housing linear switches produced by Durock. The top housing has Durock branding. Durock has made new molds for this, and told us that the top and bottom housing are both made fully of Nylon, and that the stem is POM. We are now offering lav",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/lav-hero-small_c197155c-9cbd-4915-9b23-a72ef849a72f_1200x1200.png?v=1648782709,$45.50,True,70,
79,7,Cannon Keys,https://cannonkeys.com/products/momoka-frog-switch?_pos=39&_fid=c30b97400&_ss=c&variant=39858764447855,MOMOKA Frog Linear Switch,"MOMOKA Frog Linear Switch Designed and manufactured by MOMOKA, this linear switch features a 54g operating force and an ultra-satisfying bottom out. The extra pre-travel gives this switch a unique feeling when typing. Like the color and materials but want to customize the feel and sound? Check out our slow springs and ",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/hero-frog-2_1200x1200.png?v=1637190191,$55.00,True,70,
80,8,Cannon Keys,https://cannonkeys.com/products/cherry-mx-clear-tactile-switch?_pos=15&_fid=c30b97400&_ss=c,Cherry MX Clear Tactile Switch,Cherry MX clear tactile switch.,http://cdn.shopify.com/s/files/1/0238/7342/1376/products/cherry-clear-hero_95d09ed1-6b8a-4c13-84f5-c6803547aac2_1200x1200.png?v=1658514762,$26.60,True,70,
81,9,Cannon Keys,https://cannonkeys.com/products/gateron-cj-linear-switch?_pos=37&_fid=c30b97400&_ss=c,Gateron CJ Linear Switch,"CannonKeys is proud to offer Gateron China Joy (CJ) Linear Switches! These unique gateron switches offer an ink top housing, and opaque POM bottom housing. The housing is paired with a POM stem and 60g spring to bring you an extremely smooth stock switch, that takes well to modding if needed. Like the color and materia",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/cj_1_1024x1024_2x_81e356be-9404-40cd-852d-d4bbb5598945_1200x1200.png?v=1644431689,$45.50,True,70,
82,10,Cannon Keys,https://cannonkeys.com/products/flcmmk-ice-mint-linear-switch?_pos=26&_fid=c30b97400&_ss=c,FLCMMK Ice Mint Linear Switch,"CannonKeys is proud to offer FLCMMK Ice Mint Linear Switches! The Ice Mint linear switches were designed by FLCMMK and manufactured by Kailh. These switches feature full POM housing paired with a POM stem, and come factory lubed for a simple and smooth experience. Like the color and materials but want to customize the feel and sound? Check out our slow springs and Accessories for all your switch modding essentials. Available in quantities of 70, 90, and 110. Switch Type Linear Manufacturer Kailh Top Housing Material POM Bottom Housing Material POM Stem Material POM Spring Weight 40±10g operating force, 50g bottom out Mounting Pins 5-pin Factory Lube Yes",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/IMG_6880_1_1200x1200.png?v=1665768974,$45.50,True,70,
83,11,Cannon Keys,https://cannonkeys.com/products/jwick-black-linear-switch?_pos=31&_fid=c30b97400&_ss=c,JWICK Black Linear Switch,CannonKeys is proud to offer JWICK Black Linear Switches! The JWICK Black Linear Switch is a budget oriented linear switch manufactured by JWK. This lightly factory lubed linear is a fantastic option for anyone on a budget who still wants a smooth stock experience.  Like the color and materials but want to customize th,http://cdn.shopify.com/s/files/1/0238/7342/1376/products/jwick-black-new_1200x1200.png?v=1648782418,$16.80,True,70,
84,12,Cannon Keys,https://cannonkeys.com/products/aurora-series-pink-linear-switch?_pos=18&_fid=c30b97400&_ss=c&variant=40912139452527,Aurora Series Pink Linear Switch,"WS Aurora Series Pink Linear Switch Available with or without factory lube, the WS Aurora Series Pink Linear Switch is smooth stock and allows for further customization! With a moderate weighting at 63.5g and a box stem design, these are sure to please! Like the color and materials but want to customize the feel and so",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/DSC07762_1200x1200.png?v=1665763292,$35.00,True,70,
85,13,Cannon Keys,https://cannonkeys.com/products/aurora-series-blue-linear-switch?_pos=17&_fid=c30b97400&_ss=c&variant=40912140566639,Aurora Series Blue Linear Switch,"WS Aurora Series Blue Linear Switch Available with or without factory lube, the WS Aurora Series Blue Linear Switch is smooth stock and allows for further customization! With a moderate weighting at 63.5g and a box stem design, these are sure to please! Like the color and materials but want to customize the feel and so",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/DSC07742_1200x1200.jpg?v=1665763106,$35.00,True,70,
86,14,Cannon Keys,https://cannonkeys.com/products/durock-t1-dark-amber-switches?_pos=42&_fid=c30b97400&_ss=c,T1 Dark Amber Full Nylon Switch by Durock,"A CannonKeys exclusive: Durock T1 Dark Amber Switch in full nylon, available in quantities of 70, 90, and 110.",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/dark-amber-hero_1200x1200.png?v=1626917951,$45.50,True,70,
87,15,Cannon Keys,https://cannonkeys.com/products/anubis-switch?_pos=11&_fid=c30b97400&_ss=c,Anubis Tactile Switch by Mechs on Deck,"CannonKeys is pleased to offer the Durock Anubis Tactile Switch! We're proud to offer a Mechs on Deck color themed full nylon tactile switch using a strong tactile stem with an extended pole! Materials: Full nylon, POM stem. 65g gold plated spring. Factory lubed. 5 pin. Mechs on Deck Themed Colors. Available in quantities of 70, 90, and 110.",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/anubis-hero_1200x1200.png?v=1626917743,$45.50,True,70,
88,16,Cannon Keys,https://cannonkeys.com/products/haimu-whisper-silent-tactile-switch?_pos=10&_fid=c30b97400&_ss=c&variant=40932263297135,Haimu Whisper Silent Tactile Switch,The Haimu Whisper Silent Tactile Switch features full nylon housing and POM stem. A great option for the office or gaming!,http://cdn.shopify.com/s/files/1/0238/7342/1376/products/DSC07744_1200x1200.png?v=1665767908,$21.00,True,70,
89,17,Cannon Keys,https://cannonkeys.com/products/ttc-bluish-white-tactile-switch?_pos=40&_fid=c30b97400&_ss=c&variant=39836325511279,TTC Bluish White Tactile Switch,"CannonKeys is proud to bring you TTC Bluish White Tactile Switches! Produced by TTC, bluish whites are a lovely shade of blue, and offer a mild tactile bump about 0.5mm into travel. This combined with the muted bottom out and low spring weight make for a very unique tactile experience.  Like the color and materials but",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/TTCBlue_Hero_1200x1200.png?v=1626918688,$43.20,True,70,
90,18,Cannon Keys,https://cannonkeys.com/products/jwick-yellow-linear-switch?_pos=34&_fid=c30b97400&_ss=c,JWICK Yellow Linear Switch,CannonKeys is proud to offer JWICK Yellow Linear Switches! The JWICK Yellow Linear Switch is a budget oriented linear switch manufactured by JWK. This lightly factory lubed linear is a fantastic option for anyone on a budget who still wants a smooth stock experience.  Like the color and materials but want to customize ,http://cdn.shopify.com/s/files/1/0238/7342/1376/products/jwick-yellow-hero_1200x1200.png?v=1637974089,$16.80,True,70,
91,19,Cannon Keys,https://cannonkeys.com/products/gateron-g-pro-2-0-yellow-linear-switch?_pos=3&_fid=c30b97400&_ss=c,Gateron G Pro 2.0 Yellow Linear Switch,The Gateron G Pro 2.0 Yellow Linear Switch features an RGB SMD condenser and comes pre-lubed for the ultimate gaming switch experience!,http://cdn.shopify.com/s/files/1/0238/7342/1376/products/ProMilkyYellow2.0Hero_1200x1200.jpg?v=1676051078,$17.50,True,70,
92,20,Cannon Keys,https://cannonkeys.com/products/kitsune-deskmats,Kitsune Deskmats,"Matías of Pigmodding returns with Kitsune Deskmats! Inspired by Japanese folklore, these mats feature the gathering of fox spirits in an open field. The surface is textured to improve mouse control!",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/KitsuneDeskmat-PastelDay_1200x1200.png?v=1676053388,,True,,
93,21,Cannon Keys,https://cannonkeys.com/products/sunny-side-up-linear-switch?_pos=13&_fid=c30b97400&_ss=c,Sunny Side Up Linear Switch,"The Sunny Side Up Linear Switch is a new switch from Tecsee! This switch features HPE housing, POM stem, and a 63.5g two-stage spring for a unique linear feel!",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/SunnySideUpHero_1_1200x1200.png?v=1665768757,$42.00,True,70,
94,22,Cannon Keys,https://cannonkeys.com/products/aurora-series-clear-linear-switch?_pos=16&_fid=c30b97400&_ss=c&variant=40912145023087,Aurora Series Clear Linear Switch,"WS Aurora Series Clear Linear Switch Available with or without factory lube, the WS Aurora Series Clear Linear Switch is smooth stock and allows for further customization! With a moderate weighting at 63.5g and a box stem design, these are sure to please! Like the color and materials but want to customize the feel and ",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/DSC07772_1200x1200.png?v=1665767032,$35.00,True,70,
95,23,Cannon Keys,https://cannonkeys.com/products/mauve-linear-switch-10?_pos=53&_fid=c30b97400&_ss=c,Mauve Linear Switch,"CannonKeys is pleased to offer new Mauve Linear Switches! Mauves are a fairly standard JWK linear switch, with a lovely color scheme. If you're looking for a something simple and smooth, these are a great option! Very comparable to Alpaca and Banana Split switches. Like the color and materials but want to customize the",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/mauve-hero_1200x1200.png?v=1626917837,$38.50,True,70,
96,24,Cannon Keys,https://cannonkeys.com/products/aurora-series-fog-linear-switch?_pos=19&_fid=c30b97400&_ss=c&variant=40912132538479,Aurora Series Fog Linear Switch,"WS Aurora Series Fog Linear Switch Available with or without factory lube, the WS Aurora Series Fog Linear Switch is smooth stock and allows for further customization! With a moderate weighting at 63.5g and a box stem design, these are sure to please! Like the color and materials but want to customize the feel and soun",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/DSC07746-Edit_1_1200x1200.png?v=1665767711,$35.00,True,70,
97,25,Cannon Keys,https://cannonkeys.com/products/gateron-mizu-mink-linear-switch?_pos=27&_fid=c30b97400&_ss=c,Gateron Mizu Mink Linear Switch,CannonKeys is proud to offer Gateron Mizu Mink Linear Switch! The Mizu Mink Linear Switch is based on the popular Gateron frankenswitch and features their proprietary milky top and ink bottom housing. The housing is paired with a POM stem and bottoms out at 62g for a familiar feel. Like the color and materials but want,http://cdn.shopify.com/s/files/1/0238/7342/1376/products/20220420-IMG_6153_2_1200x1200.png?v=1652229575,$53.90,True,70,
98,26,Cannon Keys,https://cannonkeys.com/products/gateron-yellow-switch-full-nylon-10?_pos=50&_fid=c30b97400&_ss=c,Gateron Full Nylon Yellow Linear Switch,"CannonKeys is pleased to stock Gateron Yellows in another variety!  These switches are produced by Gateron and feature PCB mount legs. But this time, the entire housing is black, and made out of Nylon. These are also known as ""KS-3"" Gateron Yellows. Gateron Yellows are a linear switch that actuate around 50g and bottom",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/gat-yellow-full-nylon-hero_1200x1200.png?v=1626918346,$16.10,True,70,
99,27,Cannon Keys,https://cannonkeys.com/products/mm-switch-stems?_pos=45&_fid=c30b97400&_ss=c&variant=40930525085807,MM Switch Stems,"MM Switch Stems are part of the MM Switch Series, a series of custom linear switch parts manufactured by JWK available in several materials and colors!",http://cdn.shopify.com/s/files/1/0238/7342/1376/products/stem-combo_1200x1200.png?v=1662657377,$7.50,True,Pink | Modified POM,
100,28,Cannon Keys,https://cannonkeys.com/products/gateron-baby-raccoon-linear-switch?_pos=2&_fid=c30b97400&_ss=c,Gateron Baby Raccoon Linear Switch,The Gateron Baby Raccoon Linear Switch is RGB friendly and features a longer pole for a unique and smooth typing experience!,http://cdn.shopify.com/s/files/1/0238/7342/1376/products/BabyRacoonHero_1200x1200.jpg?v=1676051272,$38.50,True,70,
